0 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
1000 [9.21e-01, 2.57e+00, 5.57e-01, 4.64e-01, 1.71e+00, 1.69e+00, -8.84e-02, 9.47e-01, 2.93e-01]
2000 [7.19e-01, 3.02e+00, -7.65e-02, 4.36e-03, 2.00e+00, 1.75e+00, -1.04e-01, 1.06e+00, 2.26e-01]
3000 [7.18e-01, 3.27e+00, -1.93e-01, -5.11e-03, 2.01e+00, 1.75e+00, -8.37e-02, 1.06e+00, 2.26e-01]
4000 [7.22e-01, 3.67e+00, -2.45e-01, -7.22e-03, 2.02e+00, 1.75e+00, -8.20e-02, 1.06e+00, 2.26e-01]
