1,50,0.7977010393381141,0.0027902310842395357
1,60,0.8026736534341508,0.005334700834618568
1,70,0.7999840292521325,0.0025367259564038585
1,80,0.805138913898008,0.003874175928378175
1,90,0.8060391997461874,0.002718738452444308
1,100,0.8077325138229123,0.002746015805953177
1,110,0.8087292159182748,0.002866819620611499
1,120,0.8110533678407735,0.0035770495065146385
1,130,0.8119969722544212,0.002515904121700395
1,140,0.8135443943178712,0.0028312509562779023
1,150,0.8138796425934466,0.0015827587744856417
