0.01,0.01,0.5434562870565237,0.00016393992204298007
0.01,0.1,0.44204076913028995,0.013416309042892564
0.01,1,0.4281716366711352,0.00046445574783044694
0.01,10,0.006370463870450391,0.00614082602590544
0.01,100,0.005567133912077489,0.005467155294424772
0.1,0.01,0.5684856144087163,0.013515050291714315
0.1,0.1,0.5006909698781054,0.026102931050970165
0.1,1,0.4302954467780939,0.0006443567928772246
0.1,10,0.002316289339701657,0.0013332790581879704
0.1,100,0.0021883575096738853,0.0012083592422602073
1,0.01,0.5682211069021282,0.015029533185306768
1,0.1,0.4927218443168064,0.013101864244906848
1,1,0.4323424447523776,0.0006941464926533552
1,10,0.005007518827433371,0.0030859550278751866
1,100,0.004488115030657059,0.00520833877161956
10,0.01,0.570070103256973,0.03881255705130313
10,0.1,0.494662750538644,0.015239927301215185
10,1,0.4230807941897106,0.013599375823956896
10,10,0.0065945552366432,0.004935482916875703
10,100,0.00211586768847028,0.0017704731884278595
100,0.01,0.6135285290537073,0.054726721427506744
100,0.1,0.5095140412861011,0.0015202855028518354
100,1,0.4054180009153865,0.0001519309026845655
100,10,0.0060673896468419605,0.004110865595480433
100,100,0.006033684369939483,0.005675108633583321
