4,50,0.003635438406345982,0.0033761409806192257
4,60,0.0032989437261559326,0.0031645566745071374
4,70,0.004917110474397002,0.005450741663371706
4,80,0.0015656628295154294,0.0006184179840594806
4,90,0.0060952003505143635,0.006705807421736599
4,100,0.006021936234851336,0.0025391387004735718
4,110,0.0023340628656647626,0.002125895700204712
4,120,0.0031939286562942793,0.0018201860246829095
4,130,0.0026487189035909902,0.0031106534521016236
4,140,0.002143395697832579,0.0009552465731680176
4,150,0.0029284561238030436,0.0018974305928682422
